name,price,type,description,features_result,i_features_result,o_features_result
"1134 River Trace Court, Missouri City, TX 77459",,House,"direction::Direction: From Downtown Houston, Take Highway 288 South and then exit Interstate 610 and head West. Take the US 90/Buffalo Speedway exit and turn left on US 90. Continue on US 90 and then take the Fort Bend Tollroad exit on the right. Continue on the Fort Bend Tollroad and then take the Lake Olympia Pkwy exit and turn right. Turn right on Parks Edge Blvd, at the roundabout continue straight on Parks Edge Blvd. Pass the Amenity Center on your right-hand side and continue straight to then turn right on River Trace Court.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        242.20
                        
                            m||Rooms::5 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Parks Edge
            ||Neighbourhoods::Parks Edge||Address::1134 River Trace Court, Missouri City, TX 77459||",,
"3106 Trishelle Court, Missouri City, TX 77459","
            
                USD $437,990 
            
            ",House,desc::Inviting dining room with access to kitchen. Spacious kitchen overlooking great room. Cozy dining area with access to covered rear patio. Dedicated activity room located off of hall 2. Elegant owner's suite with large walk-in closet. Relaxing owner's bath with dual sinks. Attached two-car garage.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        238.20
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                K. Hovnanian Companies, LLC
            ||Subdivision::
                Dry Creek Village
            ||Neighbourhoods::Dry Creek Village||Address::3106 Trishelle Court, Missouri City, TX 77459||",,
"23411 & 23415 Joyful Way, Spring, TX 77373","
            
                USD $249,990 
            
            ",House,"direction::Direction: From Downtown Houston: Take I-45 North to exit 68 Cypresswood and go east (right) for 3.6 miles. Turn right on Birnamwood Lincolns Meadow Dr., then a quick right onto Joyful Way. Follow signs to model. Welcome!||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        131.18
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Breckenridge Forest
            ||Neighbourhoods::Breckenridge Forest||Address::23411 & 23415 Joyful Way, Spring, TX 77373||",,
"5711 Dancing Oaks Court, Manvel, TX 77578","
            
                USD $788,339 
            
            ",House,"direction::Direction: From downtown Houston, take Highway 288 south. Exit Highway 6 and U-turn. Then exit Del Bello Boulevard and follow the signs to our model homes.||","Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        377.84
                        
                            m||Rooms::5 bedrooms/5 bathrooms/||Architecture Style::Other||Provider::
                J.F. Shea Co., Inc.
            ||County::
                Brazoria
            ||Subdivision::
                Del Bello Lakes 70 Series
            ||Neighbourhoods::Del Bello Lakes 70 Series||Address::5711 Dancing Oaks Court, Manvel, TX 77578||",,
"2906 Brinson Drive, Fresno, TX 77545","
            
                USD $411,490 
            
            ",House,"direction::Direction: Driving south from Houston, take State Hwy 288 S/TX-288 S and US-90 ALT W to Fort Bend Parkway Toll Rd in Missouri City. Take the Fort Bend Parkway Toll Rd exit from Fort Bend Parkway Toll Rd. Exit to Highway 6 Southbound to Watts Plantation. Community will be 2 minutes south.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        244.89
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                MIHomes
            ||County::
                Fort Bend
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2906 Brinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $407,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        251.95
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $354,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        188.69
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $339,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        162.58
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $347,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        171.87
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $319,900 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        139.45
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $343,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        168.15
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $369,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        202.06
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $329,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        146.23
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $394,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        229.94
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"13 Desert Spring Lane, MANVEL, TX 77578","
            
                USD $334,990 
            
            ",House,"direction::Direction: Directions from Downtown Houston  Start on I-69 then take Hwy 288 South to Croix Rd in Brazoria county. Take the County DR 58 exit from State Hwy 288 S. Continue on Croix Rd. Drive to Palm Desert Dr. Then turn left onto Desert Spring Ln, into Rodeo Palms North community.||","Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        149.95
                        
                            m||Rooms::4 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                D.R. Horton Homes
            ||Subdivision::
                Rodeo Palms
            ||Neighbourhoods::Rodeo Palms||Address::13 Desert Spring Lane, MANVEL, TX 77578||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $445,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        268.40
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $411,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        204.94
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $374,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        193.15
                        
                            m||Rooms::3 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $457,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        274.16
                        
                            m||Rooms::4 bedrooms/4 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $350,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        162.30
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $411,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        268.49
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $428,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::3||House Size::
                    
                        219.34
                        
                            m||Rooms::3 bedrooms/2 bathrooms/||Architecture Style::Other||Num Floors::1.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
"2846 Tumlinson Drive, Fresno, TX 77545","
            
                USD $388,990 
            
            ",House,direction::Direction: DRIVING FROM HOUSTON:BELTWAY TO FT BENDTOLL RD:Take Sam Houston Parkway/Beltway to Fort Bend Toll Rd. Continue on Fort Bend Toll Road for 5 miles and take the exit for Highway6. Turn left onto Highway 6. Take your second right onto Watts Plantation Dr. Then left on Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.DRIVING FROM PEARLAND:Take Highway 288 South. Exit and turn right onto Highway6. Continue on Highway 6 for 6 miles. Turn left onto Watts Plantation Dr. Then turn left onto Shipmans Cove Blvd. Immediately take a left on Brinson Dr. The model is straight ahead in the cul-de-sac.||,"Property Type::
                        House
                    ||Car Spaces::2||House Size::
                    
                        224.64
                        
                            m||Rooms::4 bedrooms/3 bathrooms/||Architecture Style::Other||Num Floors::2.0||Provider::
                Ashton Woods Homes
            ||Subdivision::
                Shipman's Cove
            ||Neighbourhoods::Shipman's Cove||Address::2846 Tumlinson Drive, Fresno, TX 77545||",,
