name,price,type,description,features_result,i_features_result,o_features_result
"1701 6TH ST NW, WASHINGTON, DC 20001","
            
                USD $1,299,999 
            
            ",Other,direction::Direction: Corner of R ST NW & 6th ST NW||,"Property Type::
                        Other
                    ||Land Size::
                
                    161.87
                    
                        m||Year Built::
                1947
            ||Architecture Style::Other||Provider::
                Long & Foster Real Estate
            ||County::
                WASHINGTON
            ||Address::1701 6TH ST NW, WASHINGTON, DC 20001||",,Exterior Types::Brick||
"1740 NEW JERSEY AVENUE NW, WASHINGTON, DC 20001","
            
                USD $555,000 
            
            ",Apartment,"desc::Join this Sophisticated 6-unit 2016 condo conversion, constructed with the best craftsmanship. The location is Top Notch! Enjoy the 97 walk score. LeDroit Park, Bloomingdale and Shaw neighborhoods all intersect at the property location. It’s just a 5 minute walk to the Shaw- Howard U Metro Station. Enjoy this sun drenched condo with oversized windows. The rich toned hardwood floors make this unit supre cozy. Very low condo fee. Open floor plan w/ high ceilings. In-unit washer and dryer. Rooftop deck with 360 city view provides a great place to unwind, working from home, or BBQ with friends. Enjoy sweeping city, Capitol, and Monument views. Entertain while you cook in your new open concept gourmet kitchen, complete with quartz counters, tile backsplash and high end stainless steel appliances. Did I mention the LED under cabinet lighting? Large storage locker in the basement with a bike rack. Property has been pre-inspected. The inspection report is available upon request.||","Property Type::
                        Apartment
                    ||Year Built::
                1921
            ||House Size::
                    
                        67.82
                        
                            m||Rooms::2 bedrooms/2 bathrooms/||Architecture Style::New Traditional||Provider::
                Complete Home, LLC
            ||County::
                WASHINGTON
            ||Subdivision::
                Shaw
            ||Address::1740 NEW JERSEY AVENUE NW, WASHINGTON, DC 20001||",,Exterior Types::Brick||
"461-465 FLORIDA AVE NW, WASHINGTON, DC 20001","
            
                USD $5,285,000 
            
            ",Other,direction::Direction: North Side of Florida Ave Between 4th And 5th Streets NW.  Alley can be accessed from 4th Street or  5th Street North of Florida Ave.||,"Property Type::
                        Other
                    ||Land Size::
                
                    526.09
                    
                        m||Year Built::
                1890
            ||Architecture Style::Other||Provider::
                Long & Foster Real Estate
            ||County::
                WASHINGTON
            ||Address::461-465 FLORIDA AVE NW, WASHINGTON, DC 20001||",,Exterior Types::Brick||
"902 S STREET NW, WASHINGTON, DC 20001","
            
                USD $1,250,000 
            
            ",Townhouse,"desc::Welcome to this lovely 4-level Victorian row home in the heart of Shaw presenting many preserved details, such as hardwood flooring throughout and exposed brick walls, while simultaneously embracing modern upgrades including recessed lighting and an updated kitchen and bathrooms. Step through the vestibule and be charmed by the historical elegance.   You will be taken aback by the airiness of the home with its high ceilings and windows providing ample natural light with a modern cozy ambience.  The spacious living room is centered by a handsome decorative fireplace and mantle. Designed for easy entertainment, the living room effortlessly transitions into the large dining room which is perfect for elegant and sophisticated dinner parties as well as family dinners.  Celebrate your inner chef in the sunlit kitchen featuring a 5-burner Bertazzoni stove, quartz countertops, and open shelving. From the kitchen, step out onto the backyard for dinners alfresco or outdoor relaxation.  A powder room is conveniently tucked away on the main floor.  The first upper level hosts a huge bedroom with a wall lined with windows as well as a secondary bedroom leading to a balcony for additional outdoor space.  The updated hallway bath is sizable with dual vanities, and a separate show and tub.  Travel up the stairway with exposed brick walls to the second upper level to find two additional character-filled bedrooms with exposed wood beam ceilings and an adjoining bathroom with decorative tilework. The bonus feature is the finished lower level offering additional living space and 3rd full size bathroom with crisp white tiles.   With a Walker's Paradise Walk Score of 99, this home is just steps to everything - only blocks to yellow/green line metros and steps to many diverse and lively U St and Shaw venues, bars, restaurants, groceries, and stores including Whole Foods, Le Diplomate, Landmark Atlantic Plumbing Cinema, Nellie's Sports Bar, Warby Parker, Trader Joes and much more!  Feed into Garrison Elementary.||","Property Type::
                        Townhouse
                    ||Land Size::
                
                    80.94
                    
                        m||Year Built::
                1890
            ||House Size::
                    
                        215.44
                        
                            m||Rooms::4 bedrooms/4 bathrooms/1  basement/||Architecture Style::New Traditional||Provider::
                Redfin Corporation
            ||County::
                WASHINGTON
            ||Subdivision::
                Shaw
            ||Address::902 S STREET NW, WASHINGTON, DC 20001||",,Basement::True||Exterior Types::Brick||
"29 SEATON PLACE NW, WASHINGTON, DC 20001","
            
                USD $1,550,000 
            
            ",Townhouse,"desc::Circa 1907, this is a superb 5 bedroom + loft Owner's suite /3.5BA brick townhome in historic Bloomingdale with a renovated garage. This is a top to bottom renovation of a unique Victorian with a squared  bay front. Upon entering the property you will be greeted by an immense amount of light pouring in from the large windows in both the the front and rear of the house. There is rich wide plank flooring throughout, exposed brick, coffered ceilings, new Lincoln custom windows and thoughtful updates combine classic architectural elements and sophisticated modern touches throughout the home. The open layout is perfect for daily living and entertaining allowing natural light to fill the space. The stylish open concept kitchen is a home chef’s dream with stainless steel appliances, quartz countertops, a gas range, custom cabinetry and multiple kitchen prep surfaces. There are three bedroom upstairs. The back bedroom was extended and enclosed. The owner's suite features an en suite bathroom and a loft sitting room which which also has additional storage. The finished lower level has two bedrooms and is perfect for short term rentals with an additional washer and dryer or offering a flexible living space to suit a variety of needs. Similar short term  fully renovated 2 bedrooms bring in  $3400 to $4050 gross per month. Great shopping and dining options are within a block from this home home. The neighborhood highlights are Crispus Attucks Park, NoMa and Union Market District. Harry Thomas Recreation center is just three blocks away and has a public pool, tennis courts, basketball courts, a community garden and a large grass field. Hop on the Metropolitan Branch Trail in a couple of blocks and head to Eckington Dog Park or Alethia Tanner Park. The Green line Metro at Shaw station is a 18 minute walk away.||","Property Type::
                        Townhouse
                    ||Land Size::
                
                    121.41
                    
                        m||Year Built::
                1907
            ||Car Spaces::1||House Size::
                    
                        153.29
                        
                            m||Rooms::5 bedrooms/4 bathrooms/1  basement/||Architecture Style::Victorian||Provider::
                DC Real Property,LLC
            ||County::
                WASHINGTON
            ||Subdivision::
                Bloomingdale
            ||Address::29 SEATON PLACE NW, WASHINGTON, DC 20001||",,Basement::True||Exterior Types::Brick||
"1427 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20018","
            
                USD $524,900 
            
            ",Apartment,"desc::New amazing price! Come check out this fantastic unit at The Elysium, built in 2017. Central location right in the heart of Logan Circle, close to amazing restaurants, shops and more. The unit features 9 foot ceilings, Thermador and Bosch appliances, hardwood floors, built in shelves and so much more. Investor and pet friendly building.||","Property Type::
                        Apartment
                    ||Year Built::
                2017
            ||House Size::
                    
                        60.20
                        
                            m||Rooms::1 bedroom/1 bathroom/||Architecture Style::Contemporary||Provider::
                Redfin Corporation
            ||County::
                WASHINGTON
            ||Subdivision::
                Old City #2
            ||Address::1427 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20018||",,Elevator::True||Exterior Types::Brick||
"912 U ST NW #UNIT 504, WASHINGTON, DC 20001","
            
                USD $479,900 
            
            ",Apartment,"direction::Direction: Head north on 14th St NW, right on U St NW, right on 9 1/2 Street to 1999 9 1/2 Street, NW.||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||Rooms::1 bedroom/1 bathroom/||Architecture Style::Other||Provider::
                Long & Foster Real Estate
            ||County::
                WASHINGTON
            ||Address::912 U ST NW #UNIT 504, WASHINGTON, DC 20001||",,Exterior Types::Brick||
"912 U STREET NW, WASHINGTON, DC 20001","
            
                USD $549,900 
            
            ",Apartment,"desc::Seller will pay $5,000 towards closing costs through 3/31/22 if purchaser uses a designated lender and title company - See sales manager for details.||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        64.57
                        
                            m||Rooms::1 bedroom/1 bathroom/||Architecture Style::Contemporary||Provider::
                Urban Pace
            ||County::
                WASHINGTON
            ||Subdivision::
                Shaw
            ||Address::912 U STREET NW, WASHINGTON, DC 20001||",,Elevator::True||Exterior Types::Brick||
"912 U STREET NW, WASHINGTON, DC 20001","
            
                USD $479,900 
            
            ",Apartment,"desc::Seller pays $5,000 towards closing costs through 3/31/22 if purchaser uses a designated lender and title company - Ask Sales Manager for details. Perfect Jr 1 bedroom with lots of glass in the heart of Shaw! Large walk-in closet and large entry closet. Bedroom will accommodate a King-sized bed. Adjacent to the metro and everything U St has to offer. Special features include hardwood floors throughout, Silestone solid quartz countertops, porcelain tile kitchen backsplash, Kohler kitchen and bathroom fixtures, App-enabled  thermostat, secured access and key fob building entry, Energy Star certified, stainless steel appliances, solid core wood doors, low-e insulated windows, nine-foot ceilings, Elfa  storage system closets, under-cabinet lighting, full-sized, front-loading washers and dryers, modern framed bathroom mirrors, American-made solid wood cabinetry, and porcelain tile bathroom flooring.||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        53.88
                        
                            m||Rooms::1 bedroom/1 bathroom/||Architecture Style::Contemporary||Provider::
                Urban Pace
            ||County::
                WASHINGTON
            ||Subdivision::
                Shaw
            ||Address::912 U STREET NW, WASHINGTON, DC 20001||",,Elevator::True||Exterior Types::Brick||
"912 U STREET NW, WASHINGTON, DC 20001","
            
                USD $569,900 
            
            ",Apartment,"desc::Seller to pay $5,000 towards closing costs if Purchaser uses a designated lender and Premium Title. Ask Sales Manager for Details.||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||House Size::
                    
                        57.14
                        
                            m||Rooms::1 bedroom/1 bathroom/||Architecture Style::Contemporary||Provider::
                Urban Pace
            ||County::
                WASHINGTON
            ||Subdivision::
                Shaw
            ||Address::912 U STREET NW, WASHINGTON, DC 20001||",,Elevator::True||Exterior Types::Brick||
"912 U ST NW #601, WASHINGTON, DC 20001","
            
                USD $569,900 
            
            ",Apartment,"direction::Direction: Head north on 14th St NW, right on U St NW, right on 9 1/2 to 1999 9 1/2 Street, NW.||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||Rooms::1 bedroom/1 bathroom/||Architecture Style::Other||Building Unit Count::601||Provider::
                Long & Foster Real Estate
            ||County::
                WASHINGTON
            ||Address::912 U ST NW #601, WASHINGTON, DC 20001||",Floor Coverings::Hardwood||,Exterior Types::Brick||
"912 U STREET NW #UNIT 301, WASHINGTON, DC 20001","
            
                USD $489,900 
            
            ",Apartment,"direction::Direction: Head north on 14th St NW, right on U St NW, right on 9 1/2 to 1999. Off U between Vermont and 9th.||","Property Type::
                        Apartment
                    ||Year Built::
                2021
            ||Rooms::1 bedroom/1 bathroom/||Architecture Style::Other||Provider::
                Long & Foster Real Estate
            ||County::
                WASHINGTON
            ||Address::912 U STREET NW #UNIT 301, WASHINGTON, DC 20001||",,Exterior Types::Brick||
"510 3RD STREET NE, WASHINGTON, DC 20002","
            
                USD $1,595,000 
            
            ",Townhouse,"desc::This exquisitely maintained 1890 Capitol Hill townhouse has been totally renovated with the traditional woodwork lovingly restored throughout the home to retain its original charm.  Once featured on the Capitol Hill House and Garden Tour, this is the perfect home for the discerning buyer. ||","Property Type::
                        Townhouse
                    ||Land Size::
                
                    121.41
                    
                        m||Year Built::
                1890
            ||Car Spaces::1||House Size::
                    
                        255.20
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1  basement/||Architecture Style::Contemporary||Provider::
                Century 21 Redwood Realty
            ||Franchise::
                Century 21 Real Estate
            ||County::
                WASHINGTON
            ||Subdivision::
                Capitol Hill
            ||Address::510 3RD STREET NE, WASHINGTON, DC 20002||",Fire Place::True||,Basement::True||Exterior Types::Brick||
"1335 R STREET NW, WASHINGTON, DC 20009","
            
                USD $1,650,000 
            
            ",Apartment,"desc::LIVES LIKE A HOUSE: This stunning 2 unit rowhouse condominium was built new in 2011 and is 23 ft. wide offering 2089 sf.   There is vestibule entry into a large open living room and formal dining room with exposure on 3 sides and Brazilian Cherry flooring throughout; the office (added in 2022) has engineered hardwood flooring w/radiant heat.  The kitchen (renovated in 2017) is separated from formal dining by a white Caesar-stone Island.   Luxe white cabinetry rises above gray Caesar-stone Quartz counter tops; the storage and drawers below are a textured gray surface; the back-splash is white subway tile.  The  stainless steel appliances (2011) include Wolf gas range and hood, Sub-Zero refrigerator and Bosch dishwasher.  Down the hall from kitchen is a full bath,  3rd bedroom/den and separate home office with additional door to the deck.  Off the dining area is a large deck with ceiling fan and overhead heater plus a newly installed water catch system and gutter so you will be dry in bad weather.  Stairs lead down to an intimate planting area and the spacious covered and secure carport.||","Property Type::
                        Apartment
                    ||Year Built::
                2011
            ||Car Spaces::1||House Size::
                    
                        194.07
                        
                            m||Rooms::3 bedrooms/3 bathrooms/1  basement/||Architecture Style::Federal||Provider::
                City Houses, LLC
            ||County::
                WASHINGTON
            ||Subdivision::
                Logan
            ||Address::1335 R STREET NW, WASHINGTON, DC 20009||",Fire Place::True||,Basement::True||Exterior Types::Brick||
"25 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20001","
            
                USD $1,150,327 
            
            ",Townhouse,"desc::100k Price Reduction ! Hurry before it’s gone ! Welcome to 25 Rhode Island, located in one of The Districts most popular and desirable neighborhoods. This home has been extensively renovated  with no expense spared  to create an oasis of comfort and efficiency. Featuring an elegant design the home offers  4 bedrooms, 3 full bathrooms, expansive master suite,  and a space  in the basement that can be used as an additional room.  Ideally located within walking distance to bars, dining, grocery,  and all  that Ledroit Park/Bloomingdale has to offer  with easy access to downtown,  U Street, NOMA, metro and much more||","Property Type::
                        Townhouse
                    ||Land Size::
                
                    121.41
                    
                        m||Year Built::
                1909
            ||House Size::
                    
                        204.57
                        
                            m||Rooms::4 bedrooms/3 bathrooms/1  basement/||Architecture Style::Federal||Provider::
                Fairfax Realty Select
            ||County::
                WASHINGTON
            ||Subdivision::
                Bloomingdale
            ||Address::25 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20001||",,Basement::True||Exterior Types::Brick||
"1500 HARRY THOMAS WAY NE, WASHINGTON, DC 20002","
            
                USD $794,900 
            
            ",Apartment,"desc::Welcome to City Homes, a new collection of 45 two- and three-story condominiums located in the new heart of Eckington's Quincy Lane, a brand new development with over 60,000 sq ft of exciting retail including Union Kitchen and Brooklyn Boulders.  Brought to you by Grosvenor, the world's leading property development firm with over 340 years of experience,  City Homes seamlessly blends the familiar concept of contemporary townhome living with stylish features and private outdoor spaces, offering an inviting escape in one of DC's oldest neighborhoods. Finishes and features have been thoughtfully selected by internationally renowned interior designer Cecconi Simone and include white soft-closing custom cabinetry, quartz countertops and backsplash with a waterfall edge at the kitchen island, wide-plank flooring throughout, Porcelanosa tile bathrooms, Fisher & Paykel appliances with gas cooking (!), multiple walk-in closets including Elfa systems, roller shades and dimmable LED lighting throughout. Secure underground garage parking is available for purchase.   City Homes at Quincy Lane Eckington, offering the discerning buyer convenience of its location (MBT, Metro all close-by), a pedestrian's paradise, a brand new community park (Alethia Tanner) and, of course, the exciting vibrancy of the all new Quincy Lane.  Schedule a private tour today. An underground garage parking space is available for purchase.||","Property Type::
                        Apartment
                    ||Year Built::
                2022
            ||House Size::
                    
                        113.34
                        
                            m||Rooms::2 bedrooms/3 bathrooms/||Architecture Style::Contemporary||Provider::
                McWilliams/Ballard Inc.
            ||County::
                WASHINGTON
            ||Subdivision::
                Eckington
            ||Address::1500 HARRY THOMAS WAY NE, WASHINGTON, DC 20002||",,Exterior Types::Concrete||
"1500 HARRY THOMAS WAY NE, WASHINGTON, DC 20002","
            
                USD $999,900 
            
            ",Apartment,"desc::Welcome to City Homes, a new collection of 45 two- and three-story condominiums located in the new heart of Eckington's Quincy Lane, a brand new development with over 60,000 sq ft of exciting retail including Union Kitchen and Brooklyn Boulders.  Brought to you by Grosvenor, the world's leading property development firm with over 340 years of experience,  City Homes seamlessly blends the familiar concept of contemporary townhome living with stylish features and private outdoor spaces, offering an inviting escape in one of DC's oldest neighborhoods. Finishes and features have been thoughtfully selected by internationally renowned interior designer Cecconi Simone and include white soft-closing custom cabinetry, quartz countertops and backsplash with a waterfall edge at the kitchen island, wide-plank flooring throughout, Porcelanosa tile bathrooms, Fisher & Paykel appliances with gas cooking (!), multiple walk-in closets including Elfa systems, roller shades and dimmable LED lighting throughout. Secure underground garage parking is available for purchase.   City Homes at Quincy Lane Eckington, offering the discerning buyer convenience of its location (MBT, Metro all close-by), a pedestrian's paradise, a brand new community park (Alethia Tanner) and, of course, the exciting vibrancy of the all new Quincy Lane.  Schedule a private tour today. An underground garage parking space is available for purchase.||","Property Type::
                        Apartment
                    ||Year Built::
                2022
            ||House Size::
                    
                        136.57
                        
                            m||Rooms::3 bedrooms/4 bathrooms/||Architecture Style::Contemporary||Provider::
                McWilliams/Ballard Inc.
            ||County::
                WASHINGTON
            ||Subdivision::
                Eckington
            ||Address::1500 HARRY THOMAS WAY NE, WASHINGTON, DC 20002||",,Exterior Types::Concrete||
"1500 HARRY THOMAS WAY NE, WASHINGTON, DC 20002","
            
                USD $844,900 
            
            ",Apartment,"desc::Welcome to City Homes, a new collection of 45 two- and three-story condominiums located in the new heart of Eckington's Quincy Lane, a brand new development with over 60,000 sq ft of exciting retail including Union Kitchen and Brooklyn Boulders.  Brought to you by Grosvenor, the world's leading property development firm with over 340 years of experience,  City Homes seamlessly blends the familiar concept of contemporary townhome living with stylish features and private outdoor spaces, offering an inviting escape in one of DC's oldest neighborhoods. Finishes and features have been thoughtfully selected by internationally renowned interior designer Cecconi Simone and include white soft-closing custom cabinetry, quartz countertops and backsplash with a waterfall edge at the kitchen island, wide-plank flooring throughout, Porcelanosa tile bathrooms, Fisher & Paykel appliances with gas cooking (!), multiple walk-in closets including Elfa systems, roller shades and dimmable LED lighting throughout.  City Homes at Quincy Lane Eckington, offering the discerning buyer convenience of its location (MBT, Metro all close-by), a brand new community park (Alethia Tanner) and, of course, the exciting vibrancy of the all new Quincy Lane. Garage parking available for purchase. Schedule a private tour today.||","Property Type::
                        Apartment
                    ||Year Built::
                2022
            ||House Size::
                    
                        113.34
                        
                            m||Rooms::2 bedrooms/3 bathrooms/||Architecture Style::Contemporary||Provider::
                McWilliams/Ballard Inc.
            ||County::
                WASHINGTON
            ||Subdivision::
                Eckington
            ||Address::1500 HARRY THOMAS WAY NE, WASHINGTON, DC 20002||",,Exterior Types::Concrete||
"43 T STREET NE, WASHINGTON, DC 20002","
            
                USD $880,000 
            
            ",Townhouse,"desc::The owner submitted the plan to DCRA for review. The plan is to have 2 three bedroom, 3.5 bathroom units.||","Property Type::
                        Townhouse
                    ||Land Size::
                
                    161.87
                    
                        m||Year Built::
                1924
            ||Car Spaces::1||House Size::
                    
                        126.35
                        
                            m||Rooms::4 bedrooms/2 bathrooms/1  basement/||Architecture Style::New Traditional||Provider::
                UnionPlus Realty, Inc.
            ||County::
                WASHINGTON
            ||Subdivision::
                Eckington
            ||Address::43 T STREET NE, WASHINGTON, DC 20002||",,Basement::True||Exterior Types::Brick||
"1441 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20005","
            
                USD $499,900 
            
            ",Apartment,"desc::This fabulous 1-bed/1-bath residence checks all the boxes: sunny, private outdoor space; assigned garage parking; abundant storage; beautiful finishes; and an amenity-rich building in an unbeatable location.  Conveniently located on the mezzanine level for an easy in and out--perfect for pet owners!--unit M08 welcomes you with a charming entrance complete with coat closet and stacked washer/dryer.  To your left, a cheerful kitchen, offering warm wood cabinetry, breakfast bar, roomy pantry and granite countertops. The open, well-lit living space has more than enough room for a guest-worthy dining area. And the gallery-style lighting lets you highlight your art collection or light up the freshly-painted walls. Through the sliding glass doors and out on the patio, you'll enjoy lush courtyard views--a perfect spot for sipping morning coffee or evening wine or working the day away. The bedroom is large enough for a king-sized bed and cozy with soft-under-foot carpet.  Adjacent to the bedroom, you have a very large bathroom with tub/shower and a large vanity with a single sink (but large enough for two, if you prefer). Keeping up the theme of ""large"", the closet is just that with great built-in storage.  Complete the experience with assigned garage parking (space G2-24), self-contained HVAC (not a convector or shared system), staffed front desk, a fitness center to shame all others, a comfortable club room that can be reserved for private or work-related events, two common outdoor patio areas and a Walk Score of 97 and a Bike Score of 95, and the only question you'll be asking yourself is why you haven't started packing already! Just steps to all the conveniences of Logan Circle, including Whole Foods, Vida Fitness, Le Diplomate and all your other favorite restaurants and neighborhood hot spots, this is a fantastic home not to be missed!||","Property Type::
                        Apartment
                    ||Year Built::
                2003
            ||Car Spaces::1||House Size::
                    
                        59.64
                        
                            m||Rooms::1 bedroom/1 bathroom/||Architecture Style::Other||Provider::
                Compass
            ||County::
                WASHINGTON
            ||Subdivision::
                Old City #2
            ||Address::1441 RHODE ISLAND AVENUE NW, WASHINGTON, DC 20005||",,Exterior Types::Brick||
